split,seed,episode,difficulty,step,gain,score_std,diversity,stagnation,hazard,cumulative_hazard,oracle_value,oracle_action
calibration,102,7,EASY,8,0.01388888888888895,0.13008021945070367,0.17651721014492755,0,0.12987573592224524,1.377977968657444,0.06251929012345664,CONTINUE
calibration,102,7,EASY,16,0.0,0.1679797635689699,0.19769021739130435,2,0.19793262252071095,3.233541863136128,0.03654513888888884,CONTINUE
calibration,102,7,EASY,32,0.0,0.188518598508017,0.18399003623188406,15,0.8629235907036379,12.569044431903095,-0.014506172839506174,STOP
calibration,102,7,MEDIUM,4,0.052710843373494076,0.08630158973884171,0.40251358695652173,0,0.0936696433870345,0.641732945477396,0.1452748493975902,CONTINUE
calibration,102,7,MEDIUM,8,0.013554216867469937,0.12924891124382748,0.17651721014492755,0,0.13017787095629507,1.3862451491708927,0.05900790662650593,CONTINUE
calibration,102,7,MEDIUM,16,0.0,0.16569629693611634,0.19769021739130435,2,0.19836799752875314,3.2465997574562317,0.032840737951807156,CONTINUE
calibration,102,7,MEDIUM,32,0.0,0.18550090351810952,0.18399003623188406,15,0.8633513710096594,12.594658545215774,-0.014457831325301207,STOP
calibration,102,7,RUGGED,4,0.043604651162790664,0.07854706446168035,0.24286684782608695,0,0.11353337995141417,0.7140347626204749,0.13568313953488376,CONTINUE
calibration,102,7,RUGGED,8,0.0,0.1227218682104934,0.23765851449275363,1,0.16315683539916812,1.4985690111531813,0.05887536337209308,CONTINUE
calibration,102,7,RUGGED,16,0.0,0.1588761300193112,0.1794610507246377,1,0.165189368509757,3.60194228783741,-0.013590116279069767,STOP
calibration,102,7,RUGGED,32,0.0,0.16602877676482838,0.22995923913043478,17,0.910585605109827,14.501886214075103,-0.0074127906976743825,STOP
calibration,102,8,EASY,4,0.0,0.10260441871816763,0.4455389492753623,1,0.139594229365982,0.6199103516385067,0.08109567901234566,CONTINUE
calibration,102,8,EASY,8,0.0,0.12764514694088416,0.21161684782608695,2,0.2034627386169918,1.5090937105368716,0.07119984567901236,CONTINUE
calibration,102,8,EASY,16,0.01388888888888884,0.15972977604766092,0.19010416666666666,0,0.12441991747305713,3.5697414990302274,0.013888888888888846,CONTINUE
calibration,102,8,EASY,32,0.0,0.20035177342951702,0.19610507246376813,5,0.3348060595202942,10.377391271117112,-0.015625,STOP
calibration,102,8,MEDIUM,4,0.0,0.09312998595058801,0.4427083333333333,1,0.14130849501206622,0.6241427769080862,0.06725338855421675,CONTINUE
calibration,102,8,MEDIUM,8,0.0,0.10642880479680282,0.23165760869565216,5,0.3522024267130454,2.083972765105488,0.11242469879518058,CONTINUE
calibration,102,8,MEDIUM,16,0.04096385542168657,0.15546703880967008,0.2318840579710145,0,0.106856181976144,3.9893096780506725,0.007181852409638586,CONTINUE
calibration,102,8,MEDIUM,32,0.0,0.19643572653442729,0.21478713768115942,5,0.33169916185615206,8.977328762074913,-0.014570783132530116,STOP
calibration,102,8,RUGGED,4,0.0,0.08994036029977148,0.4427083333333333,1,0.14177356950873582,0.6265015689152754,0.07427325581395341,CONTINUE
calibration,102,8,RUGGED,8,0.0,0.10298584750628104,0.21659873188405798,1,0.1693583276751004,1.644294722823183,0.09159702034883727,CONTINUE
calibration,102,8,RUGGED,16,0.0,0.139548021695232,0.16304347826086957,3,0.2534111990404243,3.590378048409489,0.06272710755813948,CONTINUE
calibration,102,8,RUGGED,32,0.0,0.1936376922278396,0.19610507246376813,5,0.3366028005547959,8.531679597892929,-0.015625,STOP
calibration,102,9,EASY,4,0.005555555555555758,0.08419268320901793,0.33061594202898553,0,0.12352929576053692,0.6750983293963865,0.2819637345679011,CONTINUE
calibration,102,9,EASY,8,0.15555555555555556,0.12626727918307853,0.34748641304347827,0,0.05859164326472259,1.3426669537067355,0.08213734567901235,CONTINUE
calibration,102,9,EASY,16,0.0,0.16431465554003277,0.2034646739130435,2,0.1977142141699234,3.7731219831140295,0.06960841049382713,CONTINUE
calibration,102,9,EASY,32,0.0,0.1743998501292334,0.2111639492753623,2,0.19459202397161984,8.315557832886443,0.01833526234567901,CONTINUE
calibration,102,9,MEDIUM,4,0.003012048192771233,0.08707137570954145,0.3498641304347826,0,0.12245227036190424,0.6767318308999486,0.279988704819277,CONTINUE
calibration,102,9,MEDIUM,8,0.013554216867469826,0.11903136509046,0.33276721014492755,0,0.11472341951702704,1.3199716671633133,0.10104480421686746,CONTINUE
calibration,102,9,MEDIUM,16,0.0,0.1653584034554067,0.21875,3,0.2373650754927808,3.2329860243526336,0.01628388554216871,CONTINUE
calibration,102,9,MEDIUM,32,0.0,0.1588971714966929,0.2324501811594203,7,0.4568260866556822,8.682134934013167,-0.010353915662650596,STOP
calibration,102,9,RUGGED,4,0.08924418604651152,0.09255762711490445,0.24207427536231885,0,0.0911756182828795,0.6786452576933821,0.19821947674418605,CONTINUE
calibration,102,9,RUGGED,8,0.08372093023255833,0.11199213581661233,0.348731884057971,0,0.08304109139770974,1.454243720882318,0.11340843023255792,CONTINUE
calibration,102,9,RUGGED,16,0.0,0.17039933209046335,0.20482336956521738,2,0.19634408299451994,3.0854359679455454,0.01255450581395351,CONTINUE
calibration,102,9,RUGGED,32,0.0,0.15580411561657256,0.19089673913043478,4,0.29362108767335143,11.46120756475477,0.007231104651162799,CONTINUE
calibration,102,10,EASY,4,0.03580246913580254,0.07929804969030198,0.4134963768115942,0,0.10086353252022862,0.6048585809276907,0.20743634259259258,CONTINUE
calibration,102,10,EASY,8,0.006790123456790087,0.12370374605726091,0.343070652173913,0,0.1165550008325861,1.2737022815867785,0.10549768518518515,CONTINUE
calibration,102,10,EASY,16,0.0,0.1562761858021818,0.22169384057971014,1,0.1598660235103937,3.108006114245593,0.008535879629629602,CONTINUE
calibration,102,10,EASY,32,0.0,0.1872482602762364,0.22327898550724637,10,0.6346048386754477,9.588997180319026,0.0020061728395061977,CONTINUE
calibration,102,10,MEDIUM,4,0.0,0.06860365318415639,0.413383152173913,1,0.1485894215195232,0.6964947888230043,0.3085090361445783,CONTINUE
calibration,102,10,MEDIUM,8,0.0,0.1024682501371167,0.21184329710144928,1,0.17011602504850257,1.5621677715522653,0.2145613704819278,CONTINUE
calibration,102,10,MEDIUM,16,0.05602409638554218,0.1260321033832584,0.22418478260869565,0,0.10381431220579193,3.5996420881123665,0.07760730421686748,CONTINUE
calibration,102,10,MEDIUM,32,0.0,0.17130728773363946,0.20742753623188406,8,0.521737219428324,8.9148173709581,0.015399096385542113,CONTINUE
calibration,102,10,RUGGED,4,0.04999999999999993,0.07147312927531978,0.39572010869565216,0,0.09695828938477993,0.6184604188069353,0.21986736918604655,CONTINUE
calibration,102,10,RUGGED,8,0.0,0.11933592389027693,0.3511096014492754,1,0.14876596829252953,1.3819836688553166,0.12252906976744182,CONTINUE
calibration,102,10,RUGGED,16,0.0,0.13084272401103167,0.20765398550724637,1,0.16594191145831064,3.1437868617076505,-9.084302325660515e-06,STOP
calibration,102,10,RUGGED,32,0.0,0.18579588102534783,0.15964673913043478,7,0.46689804000064467,9.605680474657845,-0.011682412790697663,STOP
calibration,102,11,EASY,4,0.05740740740740735,0.0836384151808784,0.4249320652173913,0,0.09010650452134959,0.5977159138569831,0.1579957561728395,CONTINUE
calibration,102,11,EASY,8,0.0,0.11713117712162553,0.34035326086956524,4,0.2727111235245387,1.8031758636948436,0.14713541666666663,CONTINUE
calibration,102,11,EASY,16,0.044753086419753174,0.1729785840601286,0.22554347826086957,0,0.10368976258707464,3.3430829390903174,-0.00605709876543209,STOP
calibration,102,11,EASY,32,0.0,0.18021701388630793,0.1642889492753623,15,0.8663946984528449,12.668065616263762,-0.010841049382716059,STOP
calibration,102,11,MEDIUM,4,0.048795180722891573,0.08232535219018558,0.4249320652173913,0,0.09383373276005141,0.6056950389959077,0.15083772590361438,CONTINUE
calibration,102,11,MEDIUM,8,0.0,0.11428748420673937,0.34035326086956524,4,0.2733884690886272,1.8129909664256652,0.1420651355421686,CONTINUE
calibration,102,11,MEDIUM,16,0.03885542168674705,0.16976100639887765,0.22554347826086957,0,0.1068304152540013,3.362831982333588,-0.004480421686747005,STOP
calibration,102,11,MEDIUM,32,0.0,0.17874461741709194,0.1642889492753623,15,0.8665990906528345,12.693527534292175,-0.010052710843373475,STOP
calibration,102,11,RUGGED,4,0.03662790697674423,0.08054746240601299,0.39741847826086957,0,0.10181533391748825,0.620792531681446,0.14791061046511628,CONTINUE
calibration,102,11,RUGGED,8,0.0,0.11043562554716249,0.37228260869565216,4,0.267997680048255,1.8174895227693122,0.1379451308139535,CONTINUE
calibration,102,11,RUGGED,16,0.029941860465116488,0.1278691726601857,0.24569746376811594,0,0.11416865689402722,4.16353594423441,0.0907885174418604,CONTINUE
calibration,102,11,RUGGED,32,0.0,0.1834869642830184,0.2563405797101449,1,0.1510326183428958,7.998561513042293,0.02048510174418601,CONTINUE
calibration,103,0,EASY,4,0.0,0.07562221676857352,0.4308197463768116,1,0.14534763913798882,0.6921688087295648,0.2548418209876543,CONTINUE
calibration,103,0,EASY,8,0.0,0.11313401719477378,0.20448369565217392,1,0.16934949798708357,1.5315056443501716,0.13847415123456785,CONTINUE
calibration,103,0,EASY,16,0.0,0.15398291963099314,0.22543025362318841,1,0.1597338415475254,3.127488764587803,-0.015625,STOP
calibration,103,0,EASY,32,0.0,0.1737383221639669,0.20199275362318841,12,0.748291560982777,10.816373323237242,-0.011304012345679001,STOP
calibration,103,0,MEDIUM,4,0.0,0.07342066017807534,0.4308197463768116,1,0.14567612404966412,0.6951535248764134,0.2554687499999999,CONTINUE
calibration,103,0,MEDIUM,8,0.0,0.1104778572603925,0.20448369565217392,1,0.1697983418534783,1.540712190250296,0.13809299698795174,CONTINUE
calibration,103,0,MEDIUM,16,0.0,0.1499271334891536,0.22543025362318841,1,0.1603881598308101,3.141051167524685,-0.015625,STOP
calibration,103,0,MEDIUM,32,0.0,0.17121539955256018,0.20199275362318841,12,0.748861367128366,10.837801405870154,-0.011408132530120477,STOP
calibration,103,0,RUGGED,4,0.030813953488372015,0.07435688051460075,0.40047554347826086,0,0.1049144947569745,0.6449924725844769,0.20654069767441857,CONTINUE
calibration,103,0,RUGGED,8,0.0,0.1035569742558068,0.330955615942029,1,0.1537842135074985,1.415616056398403,0.15639534883720918,CONTINUE
calibration,103,0,RUGGED,16,0.0,0.13020183190907883,0.18365036231884058,3,0.25163851047056074,3.345107864377302,0.07064861918604648,CONTINUE
calibration,103,0,RUGGED,32,0.0,0.1725978218478577,0.19825634057971014,6,0.40002193171504563,7.904254112062304,0.03335755813953483,CONTINUE
calibration,103,1,EASY,4,0.0,0.09271564522107052,0.4070425724637681,1,0.1457537002650823,0.677414424692598,0.14663387345679013,CONTINUE
calibration,103,1,EASY,8,0.041975308641975295,0.10640499476430752,0.2218070652173913,0,0.11310905326024816,1.8523354146616873,0.1474826388888889,CONTINUE
calibration,103,1,EASY,16,0.0,0.17795267175588972,0.2206748188405797,1,0.1565377403728193,3.5465155537897086,0.01357060185185183,CONTINUE
calibration,103,1,EASY,32,0.0,0.20449962326640986,0.1958786231884058,7,0.45232572490118217,10.457251679206543,-0.015625,STOP
calibration,103,1,MEDIUM,4,0.0,0.09088970750403183,0.4070425724637681,1,0.1460267281196906,0.6834567100756507,0.1673851656626506,CONTINUE
calibration,103,1,MEDIUM,8,0.0,0.12615837398942648,0.21240942028985507,1,0.166061775292262,1.5092043851570212,0.06632153614457842,CONTINUE
calibration,103,1,MEDIUM,16,0.0,0.15896174059240728,0.23539402173913043,3,0.23574548290457253,3.5228456415814793,0.005506400602409721,CONTINUE
calibration,103,1,MEDIUM,32,0.0,0.1877727743321879,0.20199275362318841,14,0.8281653161145138,12.388888040014532,0.03675640060240956,CONTINUE
calibration,103,1,RUGGED,4,0.013372093023255704,0.06316956263669485,0.359375,0,0.11898901252991363,0.713912659841455,0.24364098837209314,CONTINUE
calibration,103,1,RUGGED,8,0.0,0.095504432798725,0.358695652173913,1,0.151446466115745,1.4030059993250596,0.14650254360465115,CONTINUE
calibration,103,1,RUGGED,16,0.0,0.14103967137848325,0.22995923913043478,2,0.19794200336248538,3.1911248388867217,0.06637899709302325,CONTINUE
calibration,103,1,RUGGED,32,0.0,0.18573482575477807,0.19802989130434784,2,0.1945187003678036,7.446274085677625,0.01561591569767445,CONTINUE
calibration,103,2,EASY,4,0.0,0.07918705299621012,0.3666213768115942,3,0.22940996801596944,0.9867458215867425,0.2382908950617284,CONTINUE
calibration,103,2,EASY,8,0.016975308641975273,0.08997987671234219,0.357223731884058,0,0.11404468928101477,1.8995397266197793,0.16485339506172847,CONTINUE
calibration,103,2,EASY,16,0.06234567901234578,0.10767157342609615,0.22758152173913043,0,0.10261362357945909,3.384300781114207,0.016415895061728275,CONTINUE
calibration,103,2,EASY,32,0.0,0.18275549384393983,0.22543025362318841,7,0.451469059231761,8.574648832856424,0.006442901234567918,CONTINUE
calibration,103,2,MEDIUM,4,0.0063253012048192225,0.07832192504245387,0.364356884057971,0,0.12026006808359269,0.8427328022107279,0.22632718373493976,CONTINUE
calibration,103,2,MEDIUM,8,0.0,0.09004284809194002,0.3598278985507246,1,0.15214452282150176,1.599763193311817,0.19253576807228917,CONTINUE
calibration,103,2,MEDIUM,16,0.0,0.09046003309427839,0.354393115942029,2,0.18801728457881992,3.081156096580333,0.0318335843373493,CONTINUE
calibration,103,2,MEDIUM,32,0.0,0.17358936715658693,0.20991847826086957,4,0.28531955420800287,10.127700135455969,0.0018542921686747205,CONTINUE
calibration,103,2,RUGGED,4,0.0,0.07926461350376666,0.33944746376811596,3,0.23423239006076502,1.0002656718210263,0.2266533430232558,CONTINUE
calibration,103,2,RUGGED,8,0.0,0.07956734768423906,0.23109148550724637,1,0.17128147546731343,1.8131193878358012,0.17814316860465113,CONTINUE
calibration,103,2,RUGGED,16,0.006104651162790797,0.10116382326316717,0.2090126811594203,0,0.1345943956071727,3.3178477414273586,0.054305959302325485,CONTINUE
calibration,103,2,RUGGED,32,0.0,0.15434829473179812,0.1928215579710145,10,0.6506642996242012,9.793859619924032,0.006949491279069714,CONTINUE
calibration,103,3,EASY,4,0.0024691358024691024,0.08598278245360072,0.3730751811594203,0,0.12040503334975856,0.6323392912482264,0.21393711419753092,CONTINUE
calibration,103,3,EASY,8,0.0,0.0864429430951607,0.3101222826086957,1,0.15924534630532572,1.5234547960738432,0.1310570987654322,CONTINUE
calibration,103,3,EASY,16,0.07160493827160486,0.14228558194610222,0.20097373188405798,0,0.09711133726706288,3.1898702031111963,0.015721450617284055,CONTINUE
calibration,103,3,EASY,32,0.0,0.18274219082539775,0.2027853260869565,11,0.6959158011973824,9.890314672438846,-0.0008101851851851777,STOP
calibration,103,3,MEDIUM,4,0.013554216867469937,0.09260165726434912,0.3554121376811594,0,0.11564788419784655,0.6763163694179533,0.198484563253012,CONTINUE
calibration,103,3,MEDIUM,8,0.0731927710843373,0.08422340082436369,0.26528532608695654,0,0.09688569368212595,1.505538098696619,0.06978539156626501,CONTINUE
calibration,103,3,MEDIUM,16,0.0,0.15887117074573553,0.184669384057971,3,0.2450267760735633,3.269930727535541,-0.015625,STOP
calibration,103,3,MEDIUM,32,0.0,0.1637804724641927,0.16757246376811594,19,0.947144553847976,15.407482982148341,0.008471385542168697,CONTINUE
calibration,103,3,RUGGED,4,0.027034883720930214,0.09033095259447575,0.29789402173913043,0,0.11491758115910315,0.6848483165594924,0.21051962209302338,CONTINUE
calibration,103,3,RUGGED,8,0.07063953488372099,0.10110463676813772,0.323143115942029,0,0.09131641702905084,1.3518825417680644,0.04090661337209303,CONTINUE
calibration,103,3,RUGGED,16,0.0,0.15357021174838154,0.184669384057971,3,0.24620542450696137,3.2899330131139863,-0.015625,STOP
calibration,103,3,RUGGED,32,0.0,0.15916416659275995,0.16757246376811594,19,0.9474211883297503,15.442489509411232,0.019122456395348784,CONTINUE
calibration,103,4,EASY,4,0.07716049382716061,0.0932510310766783,0.35144927536231885,0,0.08713312150904326,0.6868323228005442,0.16733217592592575,CONTINUE
calibration,103,4,EASY,8,0.01388888888888884,0.12599150091913222,0.4102128623188406,0,0.1061345996948695,1.3214443808320337,0.06978202160493813,CONTINUE
calibration,103,4,EASY,16,0.018209876543209824,0.14942471576179814,0.18319746376811594,0,0.12416607502088665,3.103779703403443,0.07507716049382723,CONTINUE
calibration,103,4,EASY,32,0.0,0.18953979623162162,0.2012001811594203,3,0.23529538790764218,7.823935627063683,0.02872299382716051,CONTINUE
calibration,103,4,MEDIUM,4,0.010843373493976016,0.07142164796160651,0.36163949275362317,0,0.11903898414276268,0.7507901213247983,0.21440135542168665,CONTINUE
calibration,103,4,MEDIUM,8,0.013554216867469937,0.10287384134550288,0.19938858695652173,0,0.13117512919507804,1.5065775995183341,0.13398908132530113,CONTINUE
calibration,103,4,MEDIUM,16,0.017168674698795017,0.14649220530117835,0.21750452898550723,0,0.12141069904358939,3.2897628028324415,0.07219503012048206,CONTINUE
calibration,103,4,MEDIUM,32,0.0,0.16163096750901002,0.19825634057971014,12,0.7517162160577335,10.673380811113123,0.01095632530120481,CONTINUE
calibration,103,4,RUGGED,4,0.07645348837209309,0.07749421129544744,0.42062952898550726,0,0.08348664006989129,0.7113005337856876,0.1659974563953488,CONTINUE
calibration,103,4,RUGGED,8,0.0,0.10509819239958862,0.22588315217391305,1,0.167702135655879,1.520621230560765,0.07049418604651153,CONTINUE
calibration,103,4,RUGGED,16,0.07703488372093026,0.14343391966634397,0.18432971014492755,0,0.09607434202816101,4.184615161320432,0.00814861918604648,CONTINUE
calibration,103,4,RUGGED,32,0.014534883720930147,0.147283417044875,0.1922554347826087,0,0.12546450925931976,9.423860846325999,0.007721656976744221,CONTINUE
calibration,103,5,EASY,4,0.05493827160493825,0.04862094739847736,0.3506567028985507,0,0.1012244327814385,0.7153354866277541,0.27363040123456794,CONTINUE
calibration,103,5,EASY,8,0.013888888888888729,0.09712564113099344,0.27072010869565216,0,0.12382296488222953,1.3971655728665189,0.14247685185185188,CONTINUE
calibration,103,5,EASY,16,0.06790123456790109,0.15911129906214738,0.21229619565217392,0,0.09597789331876924,3.0389270013155985,0.006336805555555672,CONTINUE
calibration,103,5,EASY,32,0.0,0.1669258022677064,0.2162590579710145,10,0.6418562620607221,9.810601161417582,0.02527006172839502,CONTINUE
calibration,103,5,MEDIUM,4,0.0731927710843372,0.05226742035641342,0.3426177536231884,0,0.09352772628731028,0.6421853057262281,0.15356739457831323,CONTINUE
calibration,103,5,MEDIUM,8,0.013554216867469826,0.1002691897882877,0.22803442028985507,0,0.12829390757855774,1.5063982946243022,0.06282944277108435,CONTINUE
calibration,103,5,MEDIUM,16,0.0,0.1353552067504004,0.23143115942028986,4,0.2903144358253298,3.689187412567255,0.011370481927710785,CONTINUE
calibration,103,5,MEDIUM,32,0.0,0.12761810397277282,0.21535326086956522,15,0.8677838998863224,13.131195979062554,-0.007614834337349389,STOP
calibration,103,5,RUGGED,4,0.03866279069767442,0.04494527305343901,0.34001358695652173,0,0.11034107896767116,0.6829046741874215,0.26268168604651165,CONTINUE
calibration,103,5,RUGGED,8,0.0,0.08242163420005502,0.2909873188405797,2,0.1994247946543207,1.5304310164803496,0.1925599563953489,CONTINUE
calibration,103,5,RUGGED,16,0.013081395348837233,0.12156945232202182,0.22078804347826086,0,0.12652071518148786,3.2978807762068936,0.06457122093023254,CONTINUE
calibration,103,5,RUGGED,32,0.0,0.16090267273088288,0.1983695652173913,6,0.4033676242741234,8.208422432881806,-0.015625,STOP
calibration,103,6,EASY,4,0.0,0.11614433447583652,0.20233242753623187,1,0.169144062202106,0.6753917474622609,0.12955246913580243,CONTINUE
calibration,103,6,EASY,8,0.08179012345679015,0.16499855858679852,0.23980978260869565,0,0.08732375566225516,1.4611166222093728,-0.0015721450617283902,STOP
calibration,103,6,EASY,16,0.0,0.156820768637087,0.20606884057971014,8,0.526411951725799,4.9254688171233605,0.01920331790123453,CONTINUE
calibration,103,6,EASY,32,0.0,0.1723056768233378,0.18263134057971014,13,0.7958574962489766,13.390071463625484,0.002266589506172822,CONTINUE
calibration,103,6,MEDIUM,4,0.0,0.11442615350999538,0.20233242753623187,1,0.16943401602658936,0.6863933755208264,0.13205007530120483,CONTINUE
calibration,103,6,MEDIUM,8,0.07981927710843373,0.16371883518472158,0.23980978260869565,0,0.08823578851884543,1.4745401736744266,-0.00048004518072292807,STOP
calibration,103,6,MEDIUM,16,0.0,0.15435374771673885,0.20606884057971014,8,0.5271499345931129,4.944146718730387,0.021225527108433756,CONTINUE
calibration,103,6,MEDIUM,32,0.0,0.17052092597429772,0.18263134057971014,13,0.7962052343892589,13.411550886533137,0.0018354668674699023,CONTINUE
calibration,103,6,RUGGED,4,0.0,0.11205202831607841,0.20233242753623187,1,0.16983531542679908,0.6892646122552395,0.13206758720930234,CONTINUE
calibration,103,6,RUGGED,8,0.07703488372093015,0.1619681339776231,0.23980978260869565,0,0.08953336032925359,1.4807921798963894,0.0010628633720930585,CONTINUE
calibration,103,6,RUGGED,16,0.0,0.1509604402449834,0.20606884057971014,8,0.5281648117084459,4.95768414581825,0.02167514534883723,CONTINUE
calibration,103,6,RUGGED,32,0.0,0.1680584468150032,0.18263134057971014,13,0.796684296236567,13.428869135190448,0.0012263808139534697,CONTINUE
calibration,103,7,EASY,4,0.01265432098765451,0.08849726630302111,0.366508152173913,0,0.11547706782692548,0.6707686877807164,0.2158564814814814,CONTINUE
calibration,103,7,EASY,8,0.030246913580247003,0.12722900460129838,0.2949501811594203,0,0.10920771587658007,1.3867898195590431,0.13456790123456785,CONTINUE
calibration,103,7,EASY,16,0.0,0.15659132381437518,0.2788722826086957,2,0.18743224655441143,3.2555389459948745,0.05708912037037034,CONTINUE
calibration,103,7,EASY,32,0.0,0.20253309284811502,0.19972826086956522,6,0.3910816148677599,8.353391934433244,-0.015625,STOP
calibration,103,7,MEDIUM,4,0.009939759036144746,0.08589289855680475,0.366508152173913,0,0.1171936238215316,0.6736461200079148,0.20756777108433727,CONTINUE
calibration,103,7,MEDIUM,8,0.034337349397590367,0.12727131779233472,0.2949501811594203,0,0.10722908281517006,1.3893708421405757,0.12914156626506018,CONTINUE
calibration,103,7,MEDIUM,16,0.0,0.153455167641042,0.2788722826086957,2,0.18800609006614719,3.264129677567465,0.06362010542168667,CONTINUE
calibration,103,7,MEDIUM,32,0.0,0.19864287830405022,0.19972826086956522,6,0.39219386220325486,8.375633095500445,-0.015625,STOP
calibration,103,7,RUGGED,4,0.0,0.0776954673616124,0.2532835144927536,1,0.16846882461457377,0.7451296110076393,0.1994276889534884,CONTINUE
calibration,103,7,RUGGED,8,0.07005813953488371,0.12574584194153152,0.2650588768115942,0,0.09395742144673343,1.499827116811355,0.10533248546511625,CONTINUE
calibration,103,7,RUGGED,16,0.0,0.15898672531782218,0.19689764492753623,2,0.19977811571497192,3.4494619199384715,0.0126998546511628,CONTINUE
calibration,103,7,RUGGED,32,0.0,0.1854868844199217,0.2090126811594203,12,0.7442931029214354,11.42967602527778,0.023782703488372088,CONTINUE
calibration,103,8,EASY,4,0.0737654320987654,0.0662253384812113,0.2608695652173913,0,0.09893029281867702,0.7106397259332391,0.2044077932098765,CONTINUE
calibration,103,8,EASY,8,0.0,0.11180964396337789,0.23052536231884058,2,0.20347798765063754,1.507209727533863,0.0844232253086421,CONTINUE
calibration,103,8,EASY,16,0.0,0.14183802845523483,0.17821557971014493,3,0.25003582823855003,3.491711357154107,0.030082947530864143,CONTINUE
calibration,103,8,EASY,32,0.0,0.17478524576107107,0.2340353260869565,7,0.4517066173639372,10.772736548558484,-0.00833333333333331,STOP
calibration,103,8,MEDIUM,4,0.069578313253012,0.06520625886262577,0.2608695652173913,0,0.10092319867567395,0.7108054078257549,0.21257530120481916,CONTINUE
calibration,103,8,MEDIUM,8,0.0,0.11233420439918705,0.3986639492753623,2,0.17748728126063668,1.4738647767300384,0.10553463855421691,CONTINUE
calibration,103,8,MEDIUM,16,0.0,0.11854463154045321,0.17096920289855072,6,0.4223282950745112,4.162118260591851,0.004979292168674543,CONTINUE
calibration,103,8,MEDIUM,32,0.0,0.16138392564099777,0.22305253623188406,3,0.23744959406609917,10.830890845418114,-0.006287650602409628,STOP
calibration,103,8,RUGGED,4,0.06366279069767433,0.06414062190925511,0.2608695652173913,0,0.1037577150928744,0.7105864236468308,0.17951489825581396,CONTINUE
calibration,103,8,RUGGED,8,0.0,0.10528955799211122,0.39266304347826086,2,0.17960727260342452,1.496015540806137,0.10828488372093031,CONTINUE
calibration,103,8,RUGGED,16,0.0,0.11797757125418772,0.361526268115942,3,0.2221640870159498,3.78193575734503,0.04004360465116284,CONTINUE
calibration,103,8,RUGGED,32,0.0,0.18200524286468386,0.18591485507246377,7,0.461496097315264,10.35391969726685,-0.014389534883720929,STOP
calibration,103,9,EASY,4,0.06790123456790131,0.09771512312202944,0.39809782608695654,0,0.08668007827410489,0.621315932169783,0.16872106481481475,CONTINUE
calibration,103,9,EASY,8,0.0,0.11950288135597316,0.19350090579710144,2,0.20801959581180302,1.4796937521445115,0.09505208333333337,CONTINUE
calibration,103,9,EASY,16,0.01388888888888895,0.15486754849401665,0.22644927536231885,0,0.12113403100632737,3.4424018084344414,0.07754629629629622,CONTINUE
calibration,103,9,EASY,32,0.0,0.1859512720346236,0.1640625,5,0.34587884621583104,8.408976538088684,-0.015625,STOP
calibration,103,9,MEDIUM,4,0.0662650602409639,0.09547043256578695,0.38292572463768115,0,0.08876442160385063,0.6269926704264861,0.1699924698795179,CONTINUE
calibration,103,9,MEDIUM,8,0.0,0.11887564974309543,0.19350090579710144,2,0.20814362482915597,1.4856619638856063,0.08836596385542173,CONTINUE
calibration,103,9,MEDIUM,16,0.013554216867469826,0.15432166199232963,0.24841485507246377,0,0.11905895300953533,3.4380159667521575,0.06714984939759035,CONTINUE
calibration,103,9,MEDIUM,32,0.0,0.18304768264982704,0.1640625,5,0.34666758188830304,8.406960024485478,-0.015625,STOP
calibration,103,9,RUGGED,4,0.06395348837209291,0.0930848068330447,0.38292572463768115,0,0.0899377749406083,0.6336218050200149,0.18616460755813954,CONTINUE
calibration,103,9,RUGGED,8,0.0,0.1180763121003897,0.2132019927536232,2,0.2050714849066148,1.4780343750798393,0.06893168604651173,CONTINUE
calibration,103,9,RUGGED,16,0.0,0.15890168100195637,0.2349411231884058,4,0.28381352748275573,3.4951259032409894,-0.014171511627906978,STOP
calibration,103,9,RUGGED,32,0.0,0.17241164009042187,0.16247735507246377,9,0.5940247231855347,11.471727136126791,-0.01359011627906976,STOP
calibration,103,10,EASY,4,0.01388888888888884,0.0704193577065434,0.33752264492753625,0,0.12010139672083944,0.7180653640427881,0.29511959876543215,CONTINUE
calibration,103,10,EASY,8,0.07376543209876552,0.10731442719932459,0.2441123188405797,0,0.09606635617740003,1.3411312319694533,0.06296296296296294,CONTINUE
calibration,103,10,EASY,16,0.0,0.1636389797495733,0.1699501811594203,5,0.3506195648360993,3.7416312677863446,0.013994984567901297,CONTINUE
calibration,103,10,EASY,32,0.0,0.2234908113177668,0.20187952898550723,5,0.32737789837836306,9.887827323547949,-0.015625,STOP
calibration,103,10,MEDIUM,4,0.013554216867469826,0.06577515581158552,0.32382246376811596,0,0.12233264364259536,0.7331977573909474,0.29679028614457836,CONTINUE
calibration,103,10,MEDIUM,8,0.10692771084337349,0.09353012877543886,0.23573369565217392,0,0.08450854286956727,1.4663324832755444,0.11958772590361455,CONTINUE
calibration,103,10,MEDIUM,16,0.0,0.17461675557687556,0.18761322463768115,1,0.16149405623365767,3.244201645460519,-0.015625,STOP
calibration,103,10,MEDIUM,32,0.0,0.22457050874181614,0.19746376811594202,17,0.9074636207311784,14.033788801548907,-0.015625,STOP
calibration,103,10,RUGGED,4,0.057267441860465174,0.07362110212483144,0.34341032608695654,0,0.09813746946124789,0.69260435260712,0.196938590116279,CONTINUE
