split,seed,episode,difficulty,step,gain,score_std,diversity,stagnation,hazard,cumulative_hazard,oracle_value,oracle_action
calibration,100,3,EASY,8,0.0,0.10945707640713886,0.20833333333333334,1,0.16942866663290812,1.4775270581806497,0.14122299382716041,CONTINUE
calibration,100,3,EASY,16,0.015123456790123613,0.11602119014505341,0.22475090579710144,0,0.12569250863485504,3.401672130799764,0.07435378086419742,CONTINUE
calibration,100,3,EASY,32,0.0,0.19950521706823368,0.205955615942029,13,0.786614536763881,11.409948172748983,-0.003317901234567839,STOP
calibration,100,3,MEDIUM,4,0.06174698795180722,0.08745532845890652,0.26856884057971014,0,0.10135579179087745,0.608081390448741,0.19013554216867468,CONTINUE
calibration,100,3,MEDIUM,8,0.0,0.12801925082107388,0.20765398550724637,2,0.2040328206640777,1.4732482347935034,0.07932981927710833,CONTINUE
calibration,100,3,MEDIUM,16,0.07620481927710843,0.12229219560750525,0.21365489130434784,0,0.09609129618839982,3.7463769644388494,-0.015625,STOP
calibration,100,3,MEDIUM,32,0.0,0.17337255625140616,0.2349411231884058,16,0.8866542079739584,13.912211485747282,-0.012010542168674698,STOP
calibration,100,3,RUGGED,4,0.0,0.07030206962310688,0.22395833333333334,1,0.17388773092243692,0.7070302446596339,0.2090752180232559,CONTINUE
calibration,100,3,RUGGED,8,0.0,0.10223847997497576,0.2218070652173913,1,0.1687526681620829,1.5058706284660772,0.14405886627906983,CONTINUE
calibration,100,3,RUGGED,16,0.0,0.10391084773317284,0.19802989130434784,1,0.17182856597120788,3.2666134899663684,0.07439135174418599,CONTINUE
calibration,100,3,RUGGED,32,0.0,0.1651202520714452,0.2168251811594203,13,0.791671523767547,11.283581751368235,0.01918604651162792,CONTINUE
calibration,100,4,EASY,4,0.0,0.08545919774144257,0.3901721014492754,1,0.1489673755211859,0.6587063677597845,0.21264467592592595,CONTINUE
calibration,100,4,EASY,8,0.026543209876543128,0.10867064792541135,0.3376358695652174,0,0.10902329605859247,1.476141054352009,0.1278067129629631,CONTINUE
calibration,100,4,EASY,16,0.0,0.11491485099392522,0.25509510869565216,7,0.4643125551821202,4.480879287975276,0.06398533950617283,CONTINUE
calibration,100,4,EASY,32,0.0,0.15341868200936865,0.20584239130434784,3,0.24233049414304725,9.608110681735901,0.021064814814814835,CONTINUE
